timestamp,open,close,high,low,volume,typical_price,typical_price_volume,cumulative_typical_price_volume,cumulative_volume,vwap,return,SMA,EMA,RSI,MarketCap
2021-06-01 00:00:00,2647.3,2714.39,2721.51,2638.44,443839955.61578,2691.4466666666667,1194571569075.5723,1194571569075.5723,443839955.61578,2691.4466666666663,1.0253428021002529,,,,1204754737123.917
2021-06-01 01:00:00,2714.38,2732.2,2741.45,2689.0,445123143.33308,2720.883333333333,1211128141975.9216,2405699711051.494,888963098.9488599,2706.1862454089205,1.0065650351093067,,,,1216165452214.641
2021-06-01 02:00:00,2732.27,2672.02,2732.71,2662.0,360285177.9251,2688.91,968774417774.5807,3374474128826.0747,1249248276.87396,2701.2037489218283,0.9779487385946484,,,,962689201119.4258
2021-06-01 03:00:00,2672.64,2643.57,2676.25,2613.15,431031298.38974,2644.3233333333333,1139786119728.952,4514260248555.026,1680279575.2637,2686.6125822225545,0.989123114224138,,,,1139461409484.165
2021-06-01 04:00:00,2643.09,2631.54,2678.0,2612.77,383035652.30455,2640.77,1011509059536.2865,5525769308091.3125,2063315227.56825,2678.102324967469,0.9956301147520515,,,,1007973640465.5155
2021-06-01 05:00:00,2631.54,2640.94,2660.0,2616.0,237222437.21821,2638.98,626025267370.1118,6151794575461.424,2300537664.78646,2674.06818398361,1.0035720528663825,,,,626490223347.0596
2021-06-01 06:00:00,2640.94,2711.86,2718.03,2632.35,347742340.81599,2687.4133333333334,934527403273.4357,7086321978734.859,2648280005.60245,2675.8205188815796,1.0268540746855286,,,,943028544365.2506
2021-06-01 07:00:00,2711.38,2660.52,2711.95,2640.0,424168220.73464,2670.8233333333333,1132878381196.5603,8219200359931.42,3072448226.33709,2675.1306301848354,0.9812420243566007,,,,1128508034628.9243
2021-06-01 08:00:00,2659.74,2651.69,2679.56,2630.0,310739672.71365,2653.75,824625406463.8486,9043825766395.27,3383187899.0507402,2673.1668580786777,0.9969733883763076,,,,823985282738.0586
2021-06-01 09:00:00,2651.69,2574.49,2672.49,2550.0,838196235.64031,2598.9933333333333,2178466428454.2615,11222292194849.531,4221384134.6910505,2658.438994600252,0.9708864912565194,,,,2157927826693.6216
2021-06-01 10:00:00,2574.63,2577.16,2597.99,2546.05,497121804.65505,2573.733333333333,1279458959367.524,12501751154217.055,4718505939.346101,2649.514764826082,1.0009826654703782,,,,1281162430084.8086
2021-06-01 11:00:00,2577.02,2606.17,2626.35,2558.55,452558334.02004,2597.023333333333,1175304553144.5042,13677055707361.559,5171064273.36614,2644.9208488484683,1.0113115148504863,,,,1179443953373.0076
2021-06-01 12:00:00,2606.0,2621.74,2640.67,2592.05,359560191.04262,2618.153333333333,941383712712.2057,14618439420073.764,5530624464.40876,2643.180623480737,1.006039907904835,,,,942673335264.0785
2021-06-01 13:00:00,2621.75,2554.58,2625.21,2554.0,479855576.9631,2577.93,1237034087520.4844,15855473507594.248,6010480041.3718605,2637.9712433044397,0.974379708210165,,,31.455910187191407,1225829459798.396
2021-06-01 14:00:00,2554.58,2631.39,2669.08,2523.82,1060870053.55814,2608.0966666666664,2766851650451.4727,18622325158045.72,7071350094.93,2633.4893489996357,1.0300675649226096,,,46.03183260890452,2791562850232.354
2021-06-01 15:00:00,2631.4,2589.95,2644.62,2574.66,613246470.57569,2603.0766666666664,1596327578471.2651,20218652736516.984,7684596565.505691,2631.062354954802,0.9842479288591623,,,40.969887092339754,1588277696467.5083
2021-06-01 16:00:00,2589.95,2570.1,2591.0,2544.06,454177726.34054,2568.3866666666668,1166504016630.0251,21385156753147.008,8138774291.8462305,2627.5647887878604,0.9923357593775942,,,38.7705748621336,1167282174467.8218
2021-06-01 17:00:00,2570.11,2534.88,2589.0,2530.12,460269380.10159,2551.3333333333335,1174300611765.8567,22559457364912.863,8599043671.94782,2623.484450777628,0.9862924154997257,,,35.163706498511615,1166727646231.9185
2021-06-01 18:00:00,2534.89,2556.65,2564.49,2527.15,293645218.1467,2549.43,748627928499.7415,23308085293412.605,8892688890.09452,2621.0391009377663,1.0085841989198743,,,38.94469386352895,750748046974.7606
2021-06-01 19:00:00,2556.98,2576.11,2585.83,2553.93,225498392.03988,2571.956666666667,579972092729.583,23888057386142.188,9118187282.134401,2619.82526208328,1.0074814820608686,2622.5975,2614.265958039455,42.190024305391844,580908662717.8553
2021-06-01 20:00:00,2576.11,2539.44,2576.95,2527.02,208252848.72255,2547.8033333333333,530587302151.4753,24418644688293.664,9326440130.85695,2618.2170630681976,0.9857653593984729,2613.85,2607.139676321412,38.08221334364757,528845614159.9924
2021-06-01 21:00:00,2539.44,2575.9,2581.84,2535.04,213919263.35642,2564.26,548544610254.3336,24967189298547.996,9540359394.213371,2617.0072076835645,1.0143574961408814,2606.0350000000003,2604.164469052706,43.92792926429883,551034630479.8024
2021-06-01 22:00:00,2576.04,2594.14,2601.29,2558.97,228392028.71263,2584.7999999999997,590347715816.406,25557537014364.402,9768751422.926,2616.2542077162652,1.0070262884116705,2602.141,2603.209757714353,46.641961443474,592480897364.5819
2021-06-01 23:00:00,2594.15,2581.19,2616.44,2573.0,238663771.43492,2590.2100000000005,618189287408.4443,26175726301772.848,10007415194.36092,2615.6330874052883,0.995004143939248,2599.022,2601.112637932034,44.97742760368052,616036540190.1012
2021-06-02 00:00:00,2581.22,2634.51,2652.96,2581.22,312043111.37417,2622.896666666667,818456836679.6061,26994183138452.453,10319458305.73509,2615.85272585968,1.0206452762647122,2599.1704999999997,2604.293339081364,52.49473969564844,822080697346.3647
2021-06-02 01:00:00,2634.5,2582.97,2651.15,2581.16,389230591.73817,2605.093333333333,1013982019666.495,28008165158118.95,10708688897.47326,2615.461652334259,0.9804403112545074,2596.272,2602.262544883139,45.95851946381007,1005370941541.9409
2021-06-02 02:00:00,2583.11,2582.59,2599.99,2551.03,286793560.10494,2577.8700000000003,739316514787.7218,28747481672906.67,10995482457.578201,2614.481154766757,0.9997986922740417,2589.8085,2600.3889691799827,45.913128266310174,740670180391.417
2021-06-02 03:00:00,2582.59,2594.75,2621.0,2575.0,262430234.42358,2596.9166666666665,681509449611.8352,29428991122518.508,11257912692.001781,2614.071713615831,1.0047084515931681,2586.52,2599.851924496175,47.69344149587809,680940850770.5842
2021-06-02 04:00:00,2594.75,2618.13,2644.77,2592.56,260830922.10684,2618.4866666666667,682982291791.1324,30111973414309.64,11518743614.108622,2614.1716860011784,1.009010501975142,2584.8419999999996,2601.5926935917773,51.030946177188646,682889262095.581
